gene,BrownBear1_S,BrownBear1_W,BrownBear2_S,BrownBear2_W,BrownBear3_S,BrownBear3_W,BrownBear4_S,BrownBear4_W,BrownBear5_S,BrownBear5_W
LOC113260438,0,1,1,2,0,0,2,1,1,0
LOC113260447,3,6,1,7,3,0,5,2,2,2
LOC113260463,1,0,0,0,0,2,0,1,0,0
LOC113260484,32,67,44,44,57,17,54,86,27,37
LOC113260502,49,72,36,62.5,41,54,37,34,35,36.5
LOC113260524,5,10,2,10,4,16,3,23,4,14
LOC113260547,5.5,1,6,2,9,3,4,4,3,0
LOC113260550,135.5,94.5,99.5,52.5,73,86,72.5,45.5,42,45.5
LOC113260551,15.5,26,14,11,10,11,11,25,17,16
LOC113260564,4,2,5,8.17,1,6,2,3,4.1,1
LOC113260572,60,84,74,63,69,58,41,68,34,52
LOC113260575,13.25,45.5,32.5,73.75,18,63,26.5,83,40,92.5
LOC113260576,4,1,2,0,2,2,3,3,1,1
LOC113260594,1,5,1,11,5,21,0,8,1,24
LOC113260612,176,68,161,58,237,64,232,52,224,56
LOC113260616,8,6,10,13.5,7,8.5,8.5,10,3.5,14.5
LOC113260637,0,0,1,3,1.5,4.5,0,0,0,0
LOC113260668,0,0,0,0,0,0,0,0,0,0
LOC113260669,0,0,0,0,0,0,0,0,0,0
LOC113260670,0,0,0,0,0,0,0,0,0,0
LOC113260671,0,0,0,0,0,0,0,0,0,0
LOC113260672,0,0,0,0,0,0,0,0,0,0
LOC113260673,0,0,0,0,0,0,0,0,0,0
LOC113260674,0,0,0,0,0,0,0,0,0,0
LOC113260675,0,0,0,0,0,0,0,0,0,0
LOC113260676,0,0,0,0,0,0,0,0,0,0
LOC113260677,0,0,0,0,0,2,0,0,0,0
LOC113260678,0,0,0,0,0,0,0,0,0,0
LOC113260679,0,0,0,0,0,0,0,0,0,0
LOC113260680,0,0,0,0,0,0,0,0,0,0
LOC113260681,0,0,0,0,0,0,0,0,0,0
LOC113260682,0,0,0,0,0,0,0,0,0,0
LOC113260686,0,0,0,0,0,0,0,0,0,0
LOC113260687,0,0,0,0,0,0,0,0,0,0
LOC113260689,0,0,0,0,0,0,0,0,0,0
LOC113260692,0,0,0,0,0,0,0,0,0,0
LOC113260693,0,0,0,0,0,0,0,0,0,0
LOC113260694,1,1,0,2,1,4,2,0,0,0.5
LOC113260695,0,0,0,0,0,0,0,0,0,0
LOC113260696,0,0,0,0,0,0,0,0,0,0
LOC113260697,1.5,1.5,1,0,2,0.5,1,1,1.5,2
LOC113260698,2,3,4,1,5,1,2,3,3,1
LOC113260699,0,0,0,0,0,0,0,0,0,0
LOC113260700,0,0,0,0,0,0,0,0,0,0
LOC113260734,0,0,0,0,0,1,0,0,0,2
LOC113260738,0,0,0,0,0,0,0,0,0,0
LOC113260750,0,0,0,0,0,0,1,0,0,0
LOC113260751,0,3,0,0,3,1,2,9,4,3
LOC113260776,0,0,0,0,0,0,0,0,0,0
LOC113260779,45,231,54.5,309.5,54.5,400.5,51.5,178,66,413
LOC113260781,1,0,0.5,0,0,0,0.5,0,0.5,0.61
LOC113260800,2,4,1,3,3,11,3,15,0,6
LOC113260815,32,27,7,35,35,32,28,9,13,24
LOC113260846,1,0,7,0,2,0,14,1,5,0
LOC113260850,62.36,42.79,61.71,38.18,70.16,41.65,59.12,43.48,44.14,40.91
LOC113260870,1,0,0,0,0,0,3,0,0,0
LOC113260887,11.58,0,9,0,5.5,0,4,0,25.5,1
LOC113260888,1.33,0,0,0,0,0,0,0,0,0
LOC113260889,3.08,0,2,0,2.5,0,1,0,3.25,0
LOC113260891,2,0,0,1,1,0,0,0,0.25,0
LOC113260911,14,9,20,16,20,14,23,35,23,20
LOC113260920,1,0,0,0,0,1,0,1,0,0
LOC113260925,34,39,22,30,40,47,37,29,58,46
LOC113260951,9,6,2,6,5,27.5,6,33,9,38
LOC113260968,0,0,0,0,0,0,0,0,0,0
LOC113260969,0,0,0,0,0,0,0,0,1,0
LOC113260970,0,0,0,0,0,0,0,0,0,0
LOC113260971,0,0,0,0,0,0,0,0,0,0
LOC113260972,0,0,0,0,0,0,0,0,0,0
LOC113260973,0,0,0,0,0,0,0,0,0,0
LOC113260974,0,0,0,0,0,0,0,0,0,0
LOC113260977,0,0,0,0,0,0,0,0,0,0
LOC113260980,0,0,0,0,0,0,0,0,0,0
LOC113260982,0,0,1,0,0,0,0,0,0,0
LOC113260983,15,20,14,7,11,12,15,13,12,12
LOC113260984,0,0,0,0,0,0,0,1,0,0
LOC113260985,0,0,0,0,0,0,0,0,0,0
LOC113260986,3,4.5,7,12,8,6,8.5,6.5,6,4.5
LOC113260987,2,0,4,2,2,1,4,2,3,8
LOC113260988,0,0,0,0,0,0,0,0,0,0
LOC113260989,0,0,0,0,0,0,0,0,0,0
LOC113260990,0,0.5,1,3,0,5,0,0,0,2
LOC113261013,0,0,0,0,0,0,0,0,0,0
LOC113261014,0,0,0,0,0,0,0,0,0,0
LOC113261019,130,20,231.5,36,74,73,111,24,34,19
LOC113261020,0,0,3.5,0,0,1,1,0,2,1
LOC113261030,0,0,0,0,0,0,0,0,0,0
LOC113261037,248,236,141,269,162,241,200,533,198,317
LOC113261043,0,0,0,0,0,0,0,0,0,0
LOC113261044,94,402,139,428,136,223,144,298,111,274
LOC113261046,0,0,0,0,0,0,0,0,0,0
LOC113261047,1130,1670,1288.5,2033.5,1443,1913.5,1387,2249.5,1586,2122.5
LOC113261053,23,11,23.25,4,9,5,30,12,24,13
LOC113261057,236,224,210,258,246,178,297,239,224.5,204
LOC113261074,13,16,26,21,7,3,16,13,14,6
LOC113261081,10,2,2,5,6,4,10,15,13,5
LOC113261097,2.5,7.5,4,6.5,7,1,9,6,11.5,3
LOC113261098,4.5,7.5,4,6.5,9,2,7,9,9.5,3
LOC113261105,1,0,0,1,1,1,0,0,0,0
LOC113261110,2190.5,1726,1531,1527,1965,1973,1615,1523,1840.5,1730.5
LOC113261114,71.2,108,91,36,33.53,31,61.25,108,56,41.11
LOC113261125,11,24,5,10,11,17,3,11,7,35
LOC113261134,149,224,110,88,133,76,135.5,318,106,90
LOC113261137,3,0,4,1,3,2,3,5,2.5,2
LOC113261142,19,29,22,6,18.5,22,7,12,11,19
LOC113261144,1,1,0,1,0,0,72,46,0,2
LOC113261145,0,0,0,0,0,0,0,0,0,1
LOC113261146,6,0,0,0,0,0,0,0,2,1
LOC113261149,3,6,4,9,3,10,5,11,6,13
LOC113261161,3903.75,5722.5,3897.5,5385,4610.5,5105,5588.5,7401.5,5233,7285.5
LOC113261168,1,2,4,2,8,1,3,1,2,3
LOC113261183,354,100,249,101,388,101,356,126,380,163
LOC113261185,4,9,3,3,0,4,2,4,1,8
LOC113261187,67.42,14,17.67,4,24,2.25,33,8,14.92,14.25
LOC113261222,1171,409,746,332,991,487,841,856,623,452
LOC113261234,193,103,143,70,137,43,166,146,177,56
LOC113261316,6,4,6,13,2,5,2,7,3,16
LOC113261317,6,13,12.5,19.5,11,34,8,19.5,18.5,60.5
LOC113261322,1,3,6,11.5,4.5,19,4,5.5,11,27.5
LOC113261335,36,60,63,65,72,152,128,133,101,196.5
LOC113261342,0,0,0,1,0,0,0,0,0,0
LOC113261365,0,1,0,0,0,0,0,0,0,0
LOC113261366,0,0,0,0,0,0,0,0,0,0
LOC113261367,0,0,0,0,0,1,0,0,0,0
LOC113261368,0,0,0,0,0,0,0,0,0,0
LOC113261369,1,1,1,1,2,0,0,0,0,2
LOC113261370,0,0,0,0,0,0,0,0,0,0
LOC113261371,0,0,0,0,0,0,0,0,0,0
LOC113261372,0,0,0,0,0,0,0,0,0,0
LOC113261373,0,0,0,0,0,0,0,0,0,0
LOC113261374,0,0,0,0,0,0,0,0,0,0
LOC113261375,0,0,0,0,0,0,0,0,0,0
LOC113261376,0,0,0,0,0,0,0,0,0,0
LOC113261377,0,0,0,0,0,0,0,0,0,0
LOC113261379,6,1,4,3,5,1,3,5,7,7
LOC113261380,0,0,0,0,0,0,0,0,0,0
LOC113261382,0,0,0,0,0,0,0,0,0,0
LOC113261383,0,0,0,0,0,0,0,0,0,0
LOC113261384,0,0,0,0,0,0,0,0,0,0
LOC113261385,0,0,0,0,0,0,0,0,0,0
LOC113261386,0,0,0,0,0,0,0,0,0,0
LOC113261388,3,4,6.5,6.5,7.5,7.5,10,2.5,5,5
LOC113261389,8,8,10,7,16.5,9,10,8,11,7.5
LOC113261390,0,0,0,0,0,0,0,0,0,0
LOC113261391,0,0,0,0,0,0,0,0,0,0
LOC113261392,0,0,0,0,0,0,0,0,0,0
LOC113261394,0,0,0,0,0,0,0,0,0,0
LOC113261395,0,0,0,0,0,0,0,0,0,0
LOC113261397,0,0,0,0,0,0,0,0,0,0
LOC113261398,0,0,0,0,0,0,0,0,0,0
LOC113261399,0,0,0,0,0,0,0,0,0,0
LOC113261401,0,0,0,0,0,0,0,0,0,0
LOC113261402,0,0,0,0,0,0,0,0,0,0
LOC113261404,0,0,0,0,0,0,0,0,0,0
LOC113261406,0,0,0,0,0,0,0,0,0,0
LOC113261408,0,0,0,0,0,0,0,0,0,0
LOC113261409,0,0,0,0,0,0,0,0,0,0
LOC113261410,0,0,0,0,0,0,0,0,0,0
LOC113261411,0,0,0,0,0,0,0,0,0,0
LOC113261413,0,0,0,0,0,0,0,0,0,0
LOC113261415,0,0,0,0,0,0,0,0,0,0
LOC113261416,0,0,0,0,0,0,0,0,0,0
LOC113261417,0,0,0,0,0,0,0,0,0,0
LOC113261418,0,0,0,0,0,0,0,0,0,0
LOC113261419,0,0,0,0,0,0,0,0,0,0
LOC113261421,0,0,0,0,0,0,0,0,0,0
LOC113261423,0,0,0,0,0,0,0,0,0,0
LOC113261424,0,0,0,0,0,0,0,0,0,0
LOC113261425,0,0,0,0,0,0,0,0,0,0
LOC113261426,0,0,0,0,0,0,0,0,0,0
LOC113261427,0,0,0,0,0,0,0,0,0,0
LOC113261428,0,0,0,0,0,0,0,0,0,0
LOC113261429,0,0,0,0,0,0,0,0,0,0
LOC113261430,0,0,0,0,0,0,0,0,0,0
LOC113261431,0,0,0,0,0,0,0,0,0,0
LOC113261432,0,0,0,0,0,0,0,0,0,0
LOC113261433,0,0,0,0,0,0,0,0,0,0
LOC113261434,0,0,0,0,0,0,0,0,0,0
LOC113261435,0,0,0,0,0,0,0,0,0,0
LOC113261436,0,0,0,0,0,0,0,0,0,0
LOC113261437,0,0,0,0,0,0,0,0,0,0
LOC113261438,0,0,0,0,0,0,0,0,0,0
LOC113261440,0,0,0,0,0,0,0,0,0,0
LOC113261442,0,0,0,0,0,0,0,0,0,0
LOC113261443,0,0,0,0,0,0,0,0,0,0
LOC113261444,0,0,0,0,0,0,0,0,0,0
LOC113261445,0,0,0,0,0,0,0,0,0,0
LOC113261446,0,0,0,0,0,0,0,0,0,0
LOC113261447,0,0,0,0,0,0,0,0,0,0
LOC113261448,0,0,0,0,0,0,0,0,0,0
LOC113261449,0,0,0,0,0,0,0,0,0,0
LOC113261450,0,0,0,0,0,0,0,0,0,0
LOC113261452,0,0,0,0,0,0,0,0,0,0
LOC113261453,0,0,0,0,0,0,0,0,0,0
LOC113261454,0,0,0,0,0,0,0,0,0,0
LOC113261455,0,0,0,0,0,0,0,0,0,0
LOC113261456,0,0,0,0,0,0,0,0,0,0
LOC113261457,0,0,0,0,0,0,0,0,0,0
LOC113261462,0,0,0,0,0,0,0,0,0,0
LOC113261464,0,0,0,0,0,0,0,0,0,0
LOC113261465,0,0,0,0,0,0,0,0,0,0
LOC113261466,0,0,0,0,0,0,0,2,0,0
LOC113261467,0,0,0,0,0,0,0,0,0,0
LOC113261468,0,0,0,0,0,0,0,0,0,0
LOC113261470,0,0,0,0,0,0,0,0,0,0
LOC113261471,0,0,0,0,0,0,0,0,0,0
LOC113261472,0,0,0,0,0,0,0,0,0,0
LOC113261473,0,0,0,0,0,0,0,0,0,0
LOC113261488,0,0,0,0,0,0,0,1,0,0
LOC113261489,0,0,0,0,0,0,0,0,0,0
LOC113261490,0,4,2,6.5,2,0,0,5.5,3,2
LOC113261491,80,90,81,71,99,78,91,75,81,86
LOC113261497,2,3,3.5,0,4.5,0,3,7,6,1
LOC113261498,1.45,1.9,2.57,2.53,5.38,1.35,0.12,3.21,1,1.41
LOC113261499,4.19,9.06,1.06,6.78,4.52,3.06,3,4.25,3.5,12.26
LOC113261501,25.12,11.58,14.4,16.29,29.01,23.69,27.03,22.42,16.53,21.19
LOC113261503,8.26,6.07,8.12,9.31,12.48,6.51,18.34,13.84,9.19,12.89
LOC113261504,17.92,8.9,17.48,12.89,19.31,11.87,8.6,7.2,14.9,14.23
LOC113261505,55.62,62.52,35.67,61.93,39.12,71.57,45.76,78.87,62.42,44.46
LOC113261506,37.84,36.68,36.73,25.67,39.59,36.65,39.91,86.25,57.83,56.69
LOC113261510,0,0,0,0,0,0,0,0,0,0
LOC113261512,106,65.33,297.33,199.5,306.67,148,1103.83,161,1290.5,165
LOC113261514,80,326,121,255,92,282,89,363.5,84,271
LOC113261515,0,0,0,0,0,0,0,0,0,0
LOC113261516,0,0,0,0,0,0,0,0,0,0
LOC113261526,17,32,31,33,33,40,28,58,18,34
LOC113261534,206,140,158,141,202,192,185,255,179,162
LOC113261535,47,46,46,61,98,112,65,123,60,103
LOC113261536,4,3,1,3.25,9,4.5,8,4.5,12,3
LOC113261537,3,6,1,0,4,1,9,6,7,3
LOC113261538,8,19,13,25,22,24,16,24,11,19
LOC113261539,16,18,23.5,21,26,27,16,30,15,22
LOC113261540,5,17,9.5,25.75,17,28.5,7,19.5,17,37
LOC113261541,9,4,4,16,10,16,4,17,4,15
LOC113261542,0,0,0,0,0,0,0,0,0,0
LOC113261567,568,791,529.5,578.5,512.5,444,507,620.17,525.5,597
LOC113261569,1,3,0,4.5,0,1,0,2.5,1,3
LOC113261571,38,45,35.5,55,16,46.5,31,37.83,36.5,23.5
LOC113261575,5,5,12,0,3,2,8,13,7,3
LOC113261589,28,12,7,7,14,8,21,3,52,12
LOC113261603,0,0,0,0,0,0,0,0,0,0
LOC113261613,11,6,6,5,7,8,9,7,24,22
LOC113261624,2,5,6,7,3,2,12,6,1,3
LOC113261628,12.5,1.5,9,1.5,1,0.5,13,0.5,9.5,2
LOC113261640,10,57.5,3,14,11,16.5,13,60.5,6,10
LOC113261653,10,6,4,1,2,2,10,6,1,0
LOC113261678,2,7,2,5.5,3,15,2,8,2,11
LOC113261691,1,2,0,0,0,0,0,0,0,0
LOC113261698,987,417,1118,439,1346.5,575,760,469,1065.5,582
LOC113261704,0,1,2,0,0,0,0,0,2,1
LOC113261708,151.5,326.75,206.75,342.25,169,158.5,177.25,339.5,92.75,222.5
LOC113261709,34,29,48,25,50,31,48,36,26,32
LOC113261710,315.5,281.25,403.25,376.75,318,427.5,307.75,317.5,202.75,379.5
LOC113261724,1284,958,1104,883,1328.5,1292.5,1116,832.5,1155,1024.5
LOC113261740,9,0,3,0,15,1,6,1,3,2
LOC113261754,1463,1367,1487,1592,1702,1911,1664,1348,1533,1501
LOC113261758,4,4,7.5,0,4,0,3,2,3,0
LOC113261781,911.5,2315.5,993,2619.5,1256.5,2184,1075,1924,951,2542
LOC113261784,7.5,42.5,8,44,16.5,45.5,8,44,11,43.5
LOC113261786,74,51.5,24,52,81.5,98,54,49.5,65,66.5
LOC113261830,137,111,174.5,125.5,167,136,137,109,130,151.5
LOC113261837,515,1166,509.5,1232.5,641.5,822.5,581,916.5,467,904
LOC113261841,108.64,186.92,77.54,88.92,87.42,93.47,78.17,272.73,113.41,146.27
LOC113261844,0,0,0,0,0,0,0,0,0,0
LOC113261845,0,0,0,0,0,0,0,0,0,0
LOC113261846,0,0,0,0,0,0,0,0,0,0
LOC113261847,0,0,0,0,0,0,0,0,0,0
LOC113261848,0,0,0,0,0,0,0,0,0,0
LOC113261849,0,0,0,0,0,0,0,0,0,0
LOC113261850,0,0,0,0,0,0,0,0,0,0
LOC113261851,1,0,0,1.5,1.5,1,2,1,0,0
LOC113261852,0,0,0,0,0,0,0,0,0,0
LOC113261853,0,0,0,0,0,0,0,0,0,0
LOC113261854,0,0,0,0,0,0,0,0,0,0
LOC113261855,0,0,0,0,0,0,0,0,0,0
LOC113261856,0,0,0,0,0,0,0,0,0,0
LOC113261857,0,0,0,0,0,0,0,0,0,0
LOC113261858,0,0,0,0,0,0,0,0,0,0
LOC113261859,0,0,0,0,0,0,0,0,0,0
LOC113261860,0,0,0,0,0,0,0,0,0,0
LOC113261861,1,0,0,0,0,0,0,0,0,0
LOC113261863,0,0,0,0,0,0,0,0,0,0
LOC113261865,0,0,0,0,0,0,0,0,0,0
LOC113261866,0,0,0,0,0,0,0,0,0,0
LOC113261867,0,0,0,0,0,0,0,0,0,0
LOC113261868,0,0,0,0,0,0,0,0,0,0
LOC113261871,0,0,0,0,0,0,0,0,0,0
LOC113261872,0,0,0,0,0,0,0,0,0,0
LOC113261875,0,0,0,0,0,0,0,0,0,0
LOC113261876,0,0,0,0,0,0,0,0,0,0
LOC113261877,0,0,0,0,0,0,0,0,0,0
LOC113261878,0,0,0,0,0,0,0,0,0,0
LOC113261879,0,0,0,0,0,0,0,0,0,0
LOC113261880,0,0,0,0,0,1,0,0.5,0,0
LOC113261881,0,0,0,0,0,0,0,0,0,0
LOC113261882,0,0,0,0,0,0,0,0,0,0
LOC113261885,0,0,0,0,0,0,0,0,0,0
LOC113261887,0,0,0,0,0,0,0,0,0,0
LOC113261888,0,0,0,0,0,0,0,0,0,0
LOC113261889,0,0,0,0,0,0,0,0,0,0
LOC113261892,0,0,0,0,0,0,0,0,0,0
LOC113261893,0,0,0,0,0,0,0,0,0,0
LOC113261895,0,0,0,0,0,0,0,0,0,0
LOC113261896,0,0,0,0,0,0,0,0,0,0
LOC113261897,0,0,0,0,0,0,0,0,0,0
LOC113261899,0,0,0,0,0,0,0,0,0,0
LOC113261900,0,0,0,0,0,0,0,0,0,0
LOC113261901,0,0,0,0,0,0,0,0,0,0
LOC113261904,0,0,0,0,0,0,0,0,0,0
LOC113261905,0,0,0,0,0,0,0,0,0,0
LOC113261906,0,0,0,0,0,0,0,0,0,0
LOC113261908,0,0,0,0,0,0,0,0,0,0
LOC113261909,0,0,0,0,0,0,0,0,0,0
LOC113261910,0,0,0,0,0,0,0,0,0,0
LOC113261911,0,0,0,0,0,0,0,0,0,0
LOC113261912,0,0,0,0,0,0,0,0,0,0
LOC113261913,0,0,0,0,0,0,0,0,0,0
LOC113261914,0,0,0,0,0,0,0,0,0,0
LOC113261916,0,0,0,0,0,0,0,0,0,0
LOC113261917,0,0,0,0,0,0,0,0,0,0
LOC113261918,0,0,0,0,0,0,0,0,0,0
LOC113261921,0,0,0,0,0,0,0,0,0,0
LOC113261922,0,0,0,0,0,0,0,0,0,0
LOC113261923,0,0,0,0,0,0,0,0,0,0
LOC113261925,0,0,0,0,0,0,0,0,0,0
LOC113261932,0,0,0,0,0,0,0,0,0,0
LOC113261934,0,0,0,0,0,0,0,0,0,0
LOC113261937,0,0,0,0,0,0,0,0,0,0
LOC113261938,0,0,0,0,0,0,0,0,0,0
LOC113261940,0,0,0,0,0,0,0,0,0,0
LOC113261942,0,0,0,0,0,0,0,0,0,0
LOC113261956,0,0,0,0,0,0,0,0,0,0
LOC113261957,1,0,0,1,0,2,1,0,0,2
LOC113261958,0,0,0,0,0,0,0,0,0,0
LOC113261959,0,0,0,0,1,0,0,0,0,1
LOC113261960,0,0,0,1,0,0,0,0,0,0
LOC113261961,0,0,0,0,0,0,0,0,0,0
LOC113261962,0,0,0,0,0,0,0,0,0,0
LOC113261964,0,0,0,0,0,0,0,0,0,0
LOC113261966,0,0,0,0,0,0,0,0,0,0
LOC113261967,24,63,36,58.5,50,71.5,30.5,37.5,36.5,35
LOC113261968,0,1,0,1,2,4,0,0,0,0
LOC113261969,11,15,24,10,19,18,20,14,20,13
LOC113261970,2,1,4,5,0,3,3,1,4,3
LOC113261971,5,13,19,17,9,14.5,5,5.5,14,15
LOC113261972,2.5,5,4.5,5,5.5,5.5,2,1,3,2
LOC113261973,0,0,0,0,0,0,0,0,0,0
LOC113261975,0,0,0,0,0,0,0,0,0,0
LOC113261977,0,0,0,0,0,0,0,0,0,0
LOC113261995,2,0,10,0,4,0,7,0,2.5,1
LOC113262005,38,105,171,122,142,199,57,206,44,106
LOC113262013,0,0,0,0,0,0,0,0,0,0
LOC113262014,0,0,0,0,0,0,0,0,0,0
LOC113262015,0,0,0,0,0,0,0,0,0,0
LOC113262016,0,0,1,0,0,0,0,0,0,0
LOC113262017,0,0,0,0,0,0,0,0,0,0
LOC113262021,0,0,0,0,0,0,0,0,0,0
LOC113262024,0,0,0,1,0,0,0,0,1,0
LOC113262030,4,4,2,4,2,7,2,8,2,2
LOC113262039,0,0,0,0,0,0,0,0,0,0
LOC113262044,0,0,0,0,0,0,0,0,0,0
LOC113262045,0,0,0,0,0,0,0,0,0,0
LOC113262046,0,0,0,0,0,0,0,0,0,0
LOC113262047,0,0,0,0,0,0,0,0,0,0
LOC113262048,0,0,0,0,0,0,0,0,0,0
LOC113262049,0,0,0,0,0,0,0,0,1,0
LOC113262050,0,0,0,0,0,0,0,0,0,0
LOC113262051,2,0,12,0,9,0,4,0,1,1
LOC113262054,1,0,0,2,1,1,0,1,0,2
LOC113262057,0,0,0,0,0,0,0,0,0,0
LOC113262059,1,0,0,0,0,0,0,0,0,0
LOC113262061,0,0,0,0,0,0,0,0,0,0
LOC113262062,0.5,0,4,2,1,1,4,1.5,3.5,2
LOC113262065,12,21,16,30,34,70,13,47,16,55
LOC113262096,65,62,54,27,75,28,59,73,50.5,42
LOC113262191,87,185,61,135,129,128,127,208,129,149
LOC113262216,1011,698,892,677,1351,667,973,846,846,691
LOC113262217,255,233,287,225,308,185.5,289,262,218,281
LOC113262218,4,2,1,3,1,10,5,3,1,1
LOC113262220,77,247.5,52,151.5,81,316.5,67.5,219,34.5,327
LOC113262221,474,784.5,589,603.5,684,780.5,594.5,672,573.5,715
LOC113262222,369,1090,314,581,490,746.5,409,981,328,666
LOC113262223,135,94,85,40,55,72,83,168,90,213
LOC113262241,0,1,1.5,0,0.5,0.5,1,5.5,0.5,1.5
LOC113262256,831,1163,862,1303,978,781,889,1097,880,860
LOC113262258,7,18,4,53,5,8,14,17,12,66
LOC113262286,311,172,167,133,305,187,195,261,190,271
LOC113262298,0,0,0,0,0,0,0,0,0,0
LOC113262299,0,0,0,0,0,0,0,0,0,0
LOC113262300,0,0,0,0,0,0,0,0,0,0
LOC113262301,0,0,0,0,0,0,0,0,0,0
LOC113262302,0,0,0,0,0,0,0,0,0,0
LOC113262303,0,0,0,0,0,0,0,0,0,0
LOC113262304,0,0,0,0,0,0,0,0,0,0
LOC113262308,1,0,1,1,0,1,0,0,0,1
LOC113262310,0,0,0,0,0,0,0,0,0,0
LOC113262311,7.5,10,12,20,8,22,12.5,5,10,19
LOC113262355,1,0,0,0,0,0,0,0,0,0
LOC113262357,12,10,8,3,3,16,10,24,2,10
LOC113262358,0,0,0,0,0,0,0,0,0,0
LOC113262359,0,0,0,0,0,0,0,0,0,0
LOC113262360,466,21,172,53,129,58,242,99,112,96
LOC113262375,0,0,0,0,0,0,0,0,0,0
LOC113262403,17,5,17,20,56,9,21,21,31,15
LOC113262446,0,0,0,0,0,0,0,0,0,0
LOC113262482,3,7,1,5,0,5,1.5,2,0,1
LOC113262487,95,146.5,133.5,125,92.5,138.5,96,107,82,107.5
LOC113262501,4,3,4,2,1,0,4,4,7,0
LOC113262526,1061,399,1275.5,277,1265,264,694,305,870.5,309
LOC113262530,19,52,16.5,59,17.83,31.5,10,23.5,11,64.5
LOC113262535,48.33,46.5,71.08,52.08,89.33,52.17,69.08,49.83,61.58,57.67
LOC113262538,14,43,14.5,31,21.5,46,19.5,59,20.5,34.5
LOC113262545,193.67,155.5,175.58,160.42,208.83,154.83,167.92,184.17,177.42,137.83
LOC113262548,0,0.17,0,0.17,0,0,0,0,0,0
LOC113262550,0,0,2,0,0,0,0,0,0,0
LOC113262552,0,0,0,0,0,0,0,0,0,0
LOC113262555,73,0,75,0,145,0,42,0,21,0
LOC113262556,4,2,1,3,2.5,4,4,5.5,1,7
LOC113262557,86,22,72,11,121,8,54,36,52,6
LOC113262559,0,0,0,0,0,0,0,0,0,0
LOC113262561,0,2,2,2,0,0,0,0,1,1
LOC113262562,0,0,0,0,0,0,0,0,0,0
LOC113262563,0,0,0,0,0,0,0,0,0,0
LOC113262565,0,0,0,0,0,0,0,0,0,0
LOC113262566,0,0,0,0,0,0,0,0,0,0
LOC113262567,0,0,0,0,0,0,0,0,0,0
LOC113262568,0,0,0,0,0,0,0,0,0,0
LOC113262569,0,0,0,0,0,0,0,0,0,0
LOC113262570,0,0,0,0,0,0,0,0,0,0
LOC113262571,0,0,0,0,0,0,0,0,0,0
LOC113262572,2,1,3,1,1,1,1,1,1,0
LOC113262573,0,0,0,0,0,0,0,0,0,0
LOC113262575,0,0,0,0,0,0,0,0,0,0
LOC113262576,0,0,0,0,0,0,0,0,0,0
LOC113262578,0,0,0,0,0,0,0,0,0,0
LOC113262579,3,6.5,3,5,6,3.5,14,7,9.5,3
LOC113262580,0,0.5,0,0,1,1.5,0,0,1.5,2
LOC113262597,257,9,219,4,197,1,233,0,223,1
LOC113262606,0,0,0,0,0,0,0,0,0,0
LOC113262608,5,2,2,0,0,4,0,4,3,11
LOC113262628,625,691,548,648,616,777,548,841,610,612
LOC113262635,128,314,236,146,261,112,153.5,227.5,268.5,368.5
LOC113262653,6,3,9,8,14.5,6,6,3,11.5,13
LOC113262676,8,11,8,2,10,1,14,17,8,3
LOC113262690,0,0,3,0,0,2,3,0,0,1
LOC113262695,505.5,378,512,217.5,489,285.5,671,361.5,763,343
LOC113262696,345.5,608,250,640.5,373,729.5,270,476.5,277,576
LOC113262720,0,1,1.5,1,0,1,0,1,0,2.5
LOC113262721,0,1,0.5,0,0,0,0,1,0,0.5
LOC113262722,1,4,0,6,1,4,2,1,0,3
LOC113262742,38,65,77,33.5,65,62,85,105,66,103.5
LOC113262752,5,15,3,14,1,6,1,6,2,2
LOC113262759,0.5,1,1,0,1.5,3,0,1,2,3
LOC113262764,0,1,0,0,0,0,0,0,2,0
LOC113262765,0,0,0,0,0,0,0,0,0,0
LOC113262782,96,75,111.5,79.5,165.5,34,127,143.5,97,38.5
LOC113262788,1,0,0,0,0,1,2,2,1,0
LOC113262796,21,59,30,62,34,40.5,30,69,14,52.5
LOC113262803,56,41,52,28,58,51,56,70,38,51
LOC113262811,464.33,870.83,600.83,911.5,746.17,1172,558,742.5,743.17,822.5
LOC113262846,1,2,0,0,1,1,1,4,1,3
LOC113262847,0,0,0,0,0,0,0,0,1,0
LOC113262850,4,4,6,5,2,6,0,8,3,3
LOC113262866,17,25,33,30,22,24,16,31,20,29
LOC113262888,3,2,4,2,0,0,6,1,8,0
LOC113262919,8461,6243,8438,6101,9284,6795.5,7704,5968,8758,5016
LOC113262920,11,30,32,44,42,33.5,39,48,29,34
LOC113262950,22,10,16,15,28,12,29,20,22,20
LOC113262952,0,1,0,0.5,0,0,0,0,0,0
LOC113262953,234,383,240,287,262,255.5,224,262,205,319
LOC113262978,1,0,3,0,0,0,1,0,0,0
LOC113262983,1,3,1,0,0,0,0,0,0,0
LOC113262987,0,0,0,0,0,0,0,0,0,3
LOC113262988,0,0,0,0,0,0,0,0,0,0
LOC113262989,0,0,0,0,0,0,0,0,0,0
LOC113262990,0,0,0,0,0,0,0,0,0,0
LOC113262991,0,0,0,0,0,0,0,0,0,0
LOC113262992,0,0,0,0,0,0,0,0,0,0
LOC113262993,0,0,0,0,0,0,0,0,0,0
LOC113262994,0,0,0,0,0,0,0,0,0,0
LOC113262995,0,0,0,0,0,0,0,0,0,0
