"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"FSCN1",2250.92628741354,-2.30731470364407,0.174487762530834,-13.2233611697344,6.43239925110462e-40,1.17043141012368e-37
"ZRANB3",850.915926373782,2.57033249849784,0.194883150925718,13.1890955492481,1.01394416571077e-39,1.82613413518318e-37
"LOC113265458",7713.73644075593,-11.767695440095,0.893037439626037,-13.1771579980149,1.18781736526257e-39,2.11767439362468e-37
"KRT82",2421.28206421611,-8.07520201576069,0.615324414049952,-13.1234871092002,2.41558724917753e-39,4.26351149479834e-37
"KRT32",3200.79939280295,-4.99228212619474,0.380695857912503,-13.1135709055761,2.75323279491959e-39,4.81134245844859e-37
"LOC113267174",2469.89230417588,-1.16443807498449,0.0888431738763658,-13.1066690233841,3.01554563127345e-39,5.21807650901729e-37
"LOC113263023",1668.00532774318,-11.7671632617508,0.899552834519001,-13.0811252104417,4.22144523973103e-39,7.2338357748789e-37
"SALL2",216.334751700553,-2.82433036367882,0.216010558762713,-13.0749643899645,4.57778271028005e-39,7.76902546504259e-37
"BRF1",3162.08514924213,1.20328124839477,0.0921131334977768,13.0630801787219,5.35177761923501e-39,8.99608333138076e-37
"NME1",1189.61560513623,-2.34878693786409,0.180437060910674,-13.0172090257381,9.76761891745133e-39,1.62640069710392e-36
"RCC2",3130.80373207091,-1.09779318727573,0.0844110323075593,-13.0053282996922,1.14107816795122e-38,1.88224576302233e-36
"BNC2",1048.62169803735,-2.08058304073967,0.160126740342663,-12.9933516181453,1.33452212198005e-38,2.18095513453221e-36
"PTPRF",6772.91674124187,-1.06594680126241,0.0820569488814328,-12.9903294698739,1.38828125662244e-38,2.24799671370515e-36
"KLF11",1411.84909410797,2.73504889296332,0.210744836598311,12.9780114052163,1.63059355221462e-38,2.6163614724171e-36
"KLHL25",327.844906377623,-2.38450318453606,0.183812405511158,-12.9724823409229,1.75261029041841e-38,2.78680825458424e-36
"SPARC",47622.3175324165,-2.83971133045897,0.219803630901315,-12.9193103808822,3.50266669925983e-38,5.51982743231572e-36
"RNPC3",842.756069192395,1.72630160020717,0.134302016889364,12.8538769572558,8.18052878031364e-38,1.27775515904899e-35
"CARMIL2",120.725885866794,3.89486547818691,0.304369363475419,12.7965095885922,1.71487383602043e-37,2.64990835464058e-35
"LOC113256358",114.54022175102,-3.08150299073904,0.240818022596511,-12.7959816192913,1.7265691829103e-37,2.64990835464058e-35
"HRCT1",626.647422401877,2.16084254070044,0.169251866745803,12.767023385011,2.50554121469407e-37,3.81231055511641e-35
"TOP1",1055.37664972483,-1.24562547628476,0.0976195788832815,-12.7599964119297,2.74213714610021e-37,4.13664278877511e-35
"LOC113240981",1097.25687731557,-1.3893773989382,0.109157288185621,-12.7282146893901,4.12155803755671e-37,6.16487282736236e-35
"TTC39C",622.663738943077,1.60811558925476,0.12637468483252,12.7249819960852,4.2957381892587e-37,6.37141000339631e-35
"DLX4",218.659649146947,-3.93913811928992,0.309769067950776,-12.7163701183872,4.79628278056891e-37,7.05453258975344e-35
"FOXR1",85.3027614935416,4.84487204965301,0.381045688706676,12.714674888718,4.90143807891047e-37,7.14961835477437e-35
"FAM110A",314.145221289374,-1.97702372006624,0.155739954656332,-12.694389981228,6.35229637728463e-37,9.19000254582572e-35
"LOC130544859",349.37292315167,3.38086722729719,0.267044703059276,12.6603043931065,9.81181679593177e-37,1.40795582478208e-34
"GGT1",95.207116145052,-4.89842063084539,0.387293637798697,-12.6478210659155,1.15020676393549e-36,1.63718946640818e-34
"SLC39A6",3716.06776341917,-2.08428315365523,0.16537788713314,-12.603155051662,2.02864212014042e-36,2.86444267363827e-34
"LOC113247882",288.15082233234,-4.95975461096147,0.394132201852177,-12.5839872703973,2.58638434474722e-36,3.622990768634e-34
"DEFB103A",397.149614102724,-3.6664559350913,0.291904490409622,-12.5604643147019,3.48282892119241e-36,4.84030948496426e-34
"TMEM132A",434.100762353578,-2.78028965024821,0.221457866636583,-12.5544858373025,3.75613193320731e-36,5.17935379852414e-34
"SLC4A5",519.438558738743,3.33412961298083,0.265805433586183,12.5434968277268,4.31525136822062e-36,5.90420051543363e-34
"LOC113253006",1459.60745773045,-13.4334411177598,1.07140082412138,-12.5382030845236,4.6133788676737e-36,6.26354900111083e-34
"LOC113266558",176.713455191921,7.26763907397196,0.581953905710572,12.4883414350456,8.64367888953368e-36,1.16458727023106e-33
"NKD1",513.891844457853,-2.24761642833796,0.18051620617748,-12.4510506615021,1.3801622138457e-35,1.84544417230125e-33
"ENTPD2",988.947892693204,-2.09505969781712,0.168283763710447,-12.449565255873,1.40608973023906e-35,1.86597622095635e-33
"SLC7A8",739.113925490055,-4.07976641671334,0.3289599464682,-12.4020156876689,2.54831468957079e-35,3.3565488261884e-33
"LOC123002135",125.171570633145,2.29770440522042,0.185883684228254,12.3609794735883,4.24947075615758e-35,5.55578954416157e-33
"LOC130544083",144.343299673012,2.34008254165464,0.189460672147622,12.3512838581684,4.79402077986951e-35,6.22165196799241e-33
"ZC3H8",504.82312653782,1.9508065506047,0.157956630714843,12.3502669167872,4.85500813639192e-35,6.25480975235893e-33
"RARRES2",298.924075708002,-2.36955130008009,0.192451698925834,-12.3124467765455,7.76333757460698e-35,9.92919624578357e-33
"ENC1",793.524221392747,-3.10462064098168,0.252455418966446,-12.2976985548261,9.31916933107402e-35,1.18333337189537e-32
"TAGLN",4323.5514584503,-2.00228124717194,0.162879369637849,-12.2930316566418,9.87325332653304e-35,1.24473515152363e-32
"CHRDL2",201.112609423502,-4.44184189399055,0.36209576753823,-12.2670362158309,1.36146172309197e-34,1.7042410930903e-32
"C1QTNF3",402.272454888892,-4.72539929372317,0.386294753675906,-12.2326261197109,2.08100211811435e-34,2.57662497731649e-32
"LOC130544133",839.237165378352,2.44461062409018,0.199847669684769,12.2323699242839,2.08757717708928e-34,2.57662497731649e-32
"PRSS53",649.038248367844,-4.28183760119494,0.350154364175932,-12.2284284854538,2.19137152005592e-34,2.68595189784632e-32
"LTBP3",2044.23563803043,-1.49139502218072,0.122182080654829,-12.2063318465986,2.87564159791551e-34,3.50034994504888e-32
"ALDH18A1",876.931534441834,-2.01110147536759,0.164894996343674,-12.1962553137517,3.25449678928348e-34,3.93437454320913e-32
"DPP4",714.32291209854,-2.36695780141319,0.194196721171517,-12.188453992087,3.58151418936045e-34,4.30025343144299e-32
"LOC113240778",136.404081287015,-4.69730047845029,0.385689180733512,-12.1789791186698,4.02285708041252e-34,4.79752888305953e-32
"MME",206.029473371133,-2.43454466426014,0.20057670275145,-12.1377240270869,6.66543353480399e-34,7.89563099928124e-32
"LOC113257582",4956.72407703706,-3.2130729114638,0.264873362204503,-12.130600392285,7.27143526046838e-34,8.55605548981779e-32
"LOC130543755",106.857743950423,2.61963327133278,0.217030468549919,12.0703479508465,1.51492399016615e-33,1.7707555249293e-31
"LOC125281362",354.253647291718,3.16244670239018,0.262143113812425,12.0638175704781,1.64000926259172e-33,1.90435286083842e-31
"LOC113265177",1828.38356812786,-9.96413990704848,0.82642668325162,-12.056895195886,1.78381537239072e-33,2.05780008645073e-31
"DDIT4",1739.15795647921,-1.30787757388744,0.108578305587381,-12.0454778402753,2.04885685516159e-33,2.34820282425987e-31
"TECR",2101.37984318929,-1.16416933959871,0.0968879917513624,-12.015620496978,2.94153299101193e-33,3.34955208331359e-31
"LOC113250190",455.405713808453,1.7139889249593,0.14272730135934,12.0088371925708,3.19303095016291e-33,3.6126279660497e-31
"MYCN",338.422338704438,-3.19775777896007,0.266500445305998,-11.9990710532899,3.59306483332219e-33,4.03933721707877e-31
"SEZ6L2",223.200637014851,3.78129154536593,0.315481316960919,11.9857859786808,4.21824326241154e-33,4.71215149250403e-31
"NPHP3",472.043637860327,1.41302263380274,0.118188591393488,11.9556601626491,6.06496772907748e-33,6.73249562378726e-31
"CAPN7",1644.89892382523,1.11909466170039,0.0936977520623379,11.9436660652846,7.00654542605734e-33,7.7290954231195e-31
"NREP",420.021037251368,-2.74279425632269,0.230401032740174,-11.904435599539,1.12220000421571e-32,1.23023789282032e-30
"LOC113248820",288.499936584612,-1.91977853348203,0.161293932939411,-11.9023604824813,1.15046239490937e-32,1.25343588087348e-30
"MMP23B",363.081291624252,-4.20883408838878,0.354733237004616,-11.8647864066203,1.80362190895486e-32,1.95300163761063e-30
"STEAP1",140.215109439779,-4.59240263524302,0.387434830229055,-11.8533551372445,2.06744124481731e-32,2.22502060798936e-30
"PRELP",2637.84816815018,-3.44582411473128,0.291165968725116,-11.8345702618303,2.58664915718885e-32,2.76693076511414e-30
"LOC130543600",289.970611940769,-1.9003971210964,0.160658149791884,-11.8288248903536,2.7699233922469e-32,2.94512938994927e-30
"COL5A1",8234.77595011681,-2.80216522884634,0.236995165589228,-11.8237231627889,2.94344163779714e-32,3.11088292857003e-30
"LOC125280882",102.237720884307,3.55723110576759,0.30110002841826,11.814117469382,3.2999586719088e-32,3.46692086661847e-30
"SOCS2",306.869382428773,-1.93761746435436,0.164544113295946,-11.7756717365476,5.21004023425471e-32,5.44125503755003e-30
"LOC125281766",101.385806809951,3.54411236604611,0.301198284963393,11.7667083213201,5.79414832330346e-32,6.01568928860624e-30
"HAS3",1085.22046191414,-1.71452625247192,0.14591351905017,-11.7502906079758,7.037640172891e-32,7.26399702055709e-30
"RASSF2",294.406271636045,-2.31461142061311,0.197859732913995,-11.6982439353601,1.30118292411737e-31,1.33522550062044e-29
"WIF1",340.980091594045,-3.14595708526655,0.269363468751083,-11.6792269562496,1.62769058491559e-31,1.66062074125781e-29
"ITGB4",17786.46906409,1.48740451484891,0.127746467468913,11.6434101413479,2.47901500500832e-31,2.51463303668948e-29
"FLOT2",1311.7561466449,1.35151626498308,0.116268238948304,11.6241226082731,3.10769785437489e-31,3.13433526455524e-29
"SPINK5",7943.86772271855,2.64744369425295,0.229157382764276,11.5529496030955,7.1329622280997e-31,7.15322632533861e-29
"LOC125282371",101.609938904107,-5.84884328487191,0.50694209962473,-11.5374976534827,8.53727473123974e-31,8.51315813595375e-29
"LOC123000429",481.918921786409,2.96705025298151,0.257290144392974,11.5319234632235,9.10856116049926e-31,9.03180362262988e-29
"OMD",315.147920336721,-3.19199222552908,0.27727377775813,-11.5120594934639,1.14705881666237e-30,1.13103844212798e-28
"BROX",2196.84115866355,1.52732331894664,0.132798814580467,11.5010312687783,1.30348618303574e-30,1.2781406183656e-28
"CCT3",3579.37780844669,-1.1355229420745,0.0987641288616512,-11.4973214988322,1.36072760524661e-30,1.32689736091728e-28
"ACO2",1766.72146231969,-1.72127757596783,0.149836974259068,-11.4876690782058,1.52162308821149e-30,1.47563997290839e-28
"HELZ2",1112.36674557289,1.03286924365826,0.0899157324474394,11.4870803533968,1.53202591916419e-30,1.4776096979917e-28
"LOC125281767",107.122070373419,3.5888937304682,0.313102394101386,11.4623643832825,2.03872027440355e-30,1.95562026321862e-28
"CITED4",602.967558062735,-2.17570753934052,0.189825346762725,-11.4616281568556,2.05612718993835e-30,1.96165648121145e-28
"HAPLN1",72.7054595443981,-5.52825219276671,0.484406347254555,-11.4124272402682,3.62471245942096e-30,3.43957929617096e-28
"LOC113251385",143.730143639081,2.97172122369914,0.260509338188734,11.4073500948599,3.84257616403048e-30,3.62681653984695e-28
"IGSF9",1050.36049743491,-2.32771390480673,0.204182830092212,-11.4001451726156,4.17422441784138e-30,3.91888622206917e-28
"ITGA11",433.703290443443,-2.03213449675237,0.178437816386871,-11.3884743598661,4.77273011448928e-30,4.45707336088549e-28
"LTBP1",1281.45703715823,-2.01802137679278,0.17726386106637,-11.3842797096539,5.00803327266141e-30,4.65219932960389e-28
"KRT74",1416.05954145295,-7.69055063835751,0.676316929606717,-11.3712230194054,5.81667931985381e-30,5.37509895263978e-28
"PFKFB3",2321.62217020098,1.7901810132863,0.157547887160672,11.36277385593,6.40771918202417e-30,5.89042935222535e-28
"ADK",827.551609057836,-1.37629707351266,0.121279545863716,-11.3481384161781,7.57584631435357e-30,6.92817033411091e-28
"LDHB",2962.59642737958,-1.61721978941478,0.142885486778592,-11.3182928922707,1.06526084843629e-29,9.69167730664979e-28
"DSG4",672.079273888752,-6.30491599917832,0.55714785454683,-11.3164143911253,1.08832829766495e-29,9.85076638655713e-28
"SARDH",757.827197565683,-2.38948816432376,0.211437103164917,-11.3011771754175,1.29470710230977e-29,1.16589695692691e-27
"RILP",334.236859024883,1.83094675987066,0.162240464732501,11.2853890235675,1.54954519452612e-29,1.38829810575564e-27
"LOC130543919",98.3881488047236,3.53656579711684,0.314237319884995,11.2544423380748,2.20214597531831e-29,1.96302406385698e-27
"ODC1",2054.67385082971,-2.75772468801418,0.24557172283727,-11.2298136615738,2.910917840048e-29,2.58179396366066e-27
"ADAMTS8",141.737002208222,-4.35813205684401,0.388308546314025,-11.2233740364797,3.13092453515695e-29,2.76304090227601e-27
"LOC113267499",118.174921290226,-5.2645946185184,0.470205435840558,-11.1963712395353,4.24778724523076e-29,3.7300221332499e-27
"LOC113249645",16929.1927460875,-13.2550432489492,1.18558069974194,-11.1802117323893,5.09682396297918e-29,4.45341301715755e-27
